Concept name,Concept categories,Concept literal,Language
"advertisement","","advertisement","en"
"advertisement","","food ad","en"
"advertisement","","food advertisement","en"
"advertisement","","food commercial","en"
"advertisement","","furtherance","en"
"advertisement","","promotion","en"
"advertisement","","tvads","en"
"drug","","drug","en"
"drinking","","drinking","en"
"experience","","experience","en"
"benefit","","benefit","en"
"effect","","effect","en"
"ban","","ban","en"
"ban","","banning","en"
"ban","","boycot","en"
"ban","","boycott","en"
"ban","","boycotts","en"
"ban","","forbiddance","en"
"ban","","prohibition","en"
"ban","","proscription","en"
"label","","label","en"
"label","","labeling","en"
"label","","labelling","en"
"consumption","","consumption","en"
"consumption","","feeding","en"
"consumption","","ingestion","en"
"consumption","","intake","en"
"consumption","","usance","en"
"girl","","daughter","en"
"girl","","girl","en"
"lunch","","lunch","en"
"addiction","","addiction","en"
"addiction","","craving","en"
"addiction","","habituation","en"
"addiction","","sensory addiction","en"
"addiction","","sensory dependance","en"
"addiction","","sensory dependence","en"
"addiction","","sensory dependency","en"
"addiction","","sensory habituation","en"
"mcdonald's","Industry; Company","macdonald","en"
"mcdonald's","Industry; Company","mcd","en"
"mcdonald's","Industry; Company","mcdonald","en"
"mcdonald's","Industry; Company","mcdonald breakfast burrito","en"
"mcdonald's","Industry; Company","mcdonald ceo","en"
"mcdonald's","Industry; Company","mcdonald's","en"
"mcdonald's","Industry; Company","mcdonalds","en"
"mcdonald's","Industry; Company","ronald mcdonald","en"
"mcdonald's","Industry; Company","ronald mcdonalds","en"
"mcdonald's","Industry; Company","ronaldmcdonald","en"
"school","","schoolhouse","en"
"mom","","mama","en"
"mom","","mom","en"
"mom","","mum","en"
"fruit","","fresh fruit","en"
"fruit","","freshfruit","en"
"fruit","","fruit","en"
"fruit","","fruits","en"
"fruit","","piece of fruit","en"
"allowable","","allowable","en"
"salt","PF Ingredient; salt","salinity","en"
"salt","PF Ingredient; salt","salt","en"
"salt","PF Ingredient; salt","saltiness","en"
"salt","PF Ingredient; salt","salting","en"
"salt","PF Ingredient; salt","sodium nitrite","en"
"causation","","causation","en"
"causation","","causing","en"
"candy","","candy","en"
"candy","","sweet","en"
"breakfast","","breakfast","en"
"unhealthy food","","unhealthy food","en"
"unhealthy food","","unhealthyfood","en"
"ingredient","","constituent","en"
"ingredient","","food constituent","en"
"ingredient","","food ingredient","en"
"ingredient","","foodingredient","en"
"ingredient","","ingredient","en"
"mystery","","enigma","en"
"mystery","","hiding","en"
"mystery","","mystery","en"
"mystery","","non-disclosure","en"
"mystery","","secret","en"
"mystery","","uncertainty","en"
"mystery","","unknown","en"
"endorsement","","endorsement","en"
"endorsement","","indorsement","en"
"endorsement","","secondment","en"
"agriculture","","agribusiness","en"
"agriculture","","agriculture","en"
"agriculture","","farming","en"
"clarification","","clarification","en"
"clarification","","clear","en"
"clarification","","clearing","en"
"clarification","","elucidation","en"
"clarification","","illumination","en"
"customer","","client","en"
"customer","","customer","en"
"opportunity","","chance","en"
"opportunity","","opportunity","en"
"packaging","Food Processing","food package","en"
"packaging","Food Processing","food packaging","en"
"packaging","Food Processing","food packing","en"
"packaging","Food Processing","foodpackaging","en"
"packaging","Food Processing","packaging","en"
"packaging","Food Processing","packaging food","en"
"packaging","Food Processing","packaging of food","en"
"packaging","Food Processing","packing food","en"
"packaging","Food Processing","packing of food","en"
"fries","","fries","en"
"reporting","","coverage","en"
"reporting","","reportage","en"
"reporting","","reporting","en"
"review","","brushup","en"
"review","","critique","en"
"review","","follow-up","en"
"review","","followup","en"
"review","","reappraisal","en"
"review","","reassessment","en"
"review","","recap","en"
"review","","recapitulation","en"
"review","","reexamination","en"
"review","","reinspection","en"
"review","","revaluation","en"
"review","","review","en"
"review","","revue","en"
"consumer","","consumer","en"
"sale","","sale","en"
"sale","","sales","en"
"interest","","interest","en"
"interest","","pursuit","en"
"cancer","Disease / Condition; Cancer","cancer","en"
"exercise","","exercise","en"
"exercise","","exercising","en"
"exercise","","workout","en"
"film","","film","en"
"film","","flick","en"
"film","","movie","en"
"weight loss","","fat loss","en"
"weight loss","","fatloss","en"
"weight loss","","weight loss","en"
"weight loss","","weightloss","en"
"produce","","produce","en"
"food poisoning","","food poisoning","en"
"food poisoning","","foodpoisoning","en"
"statement","","affirmation","en"
"statement","","argument","en"
"statement","","argumentation","en"
"statement","","assertion","en"
"statement","","debate","en"
"statement","","statement","en"
"lead","","Pb","en"
"lead","","lead","en"
"lead","","plumbum","en"
"president","","chair","en"
"president","","chairman","en"
"president","","chairperson","en"
"president","","chairwoman","en"
"president","","president","en"
"class","","category","en"
"class","","class","en"
"public","","public","en"
"future","","future","en"
"kitchen","","kitchen","en"
"engineering","","engineering","en"
"engineering","","technology","en"
"cheese","","cheese","en"
"cheese","","cheese dust","en"
"Amazon","","Amazon","en"
"monsanto","Industry; Company","monsanto","en"
"monsanto","Industry; Company","monsanto ceo","en"
"monsanto","Industry; Company","monsatan","en"
"monsanto","Industry; Company","top selling herbicide","en"
"monsanto","Industry; Company","world top selling herbicide","en"
"monsanto","Industry; Company","world top selling weedkiller","en"
"baby","Children","baby","en"
"baby","Children","infant","en"
"baby","Children","newborn","en"
"attack","","attack","en"
"attack","","blast","en"
"attack","","blow","en"
"attack","","bump","en"
"attack","","onslaught","en"
"attack","","shock","en"
"hatred","","hate","en"
"hatred","","hatred","en"
"humane method","","humane","en"
"humane method","","humane method","en"
"awareness","awareness","awareness","en"
"awareness","awareness","cognisance","en"
"awareness","awareness","cognizance","en"
"awareness","awareness","consciousness","en"
"awareness","awareness","knowingness","en"
"awareness","awareness","sentience","en"
"awareness","awareness","understanding","en"
"vegan","","vegan","en"
"animal feed","","animal feed","en"
"animal feed","","feed","en"
"policy","","insurance","en"
"policy","","policy","en"
"violence","","ferocity","en"
"violence","","fierceness","en"
"violence","","force","en"
"violence","","furiousness","en"
"violence","","fury","en"
"violence","","vehemence","en"
"violence","","violence","en"
"violence","","wildness","en"
"Lowes","","Lowes","en"
"city","","city","en"
"city","","metropolis","en"
"avoidance","","avoidance","en"
"avoidance","","dodging","en"
"avoidance","","shunning","en"
"Regulation","Regulation","Regulation","en"
"Regulation","Regulation","food regulator","en"
"Regulation","Regulation","food safety regulator","en"
"Regulation","Regulation","india regulator","en"
"Regulation","Regulation","official body","en"
"Regulation","Regulation","ordinance","en"
"Regulation","Regulation","regularisation","en"
"Regulation","Regulation","regularization","en"
"Regulation","Regulation","regulating","en"
"Regulation","Regulation","regulator","en"
"focus","","focus","en"
"real science","Science","real science","en"
"real science","Science","realscience","en"
"real science","Science","science","en"
"animal","Animal","animal","en"
"animal","Animal","beast","en"
"animal","Animal","brute","en"
"animal","Animal","creature","en"
"animal","Animal","fauna","en"
"animal","Animal","mammal","en"
"animal","Animal","mammalian","en"
"America","","America","en"
"pizza","","pizza","en"
"green","","green","en"
"food network","","food network","en"
"food network","","food web","en"
"food network","","foodnetwork","en"
"off-putting","","abhorrent","en"
"off-putting","","detestable","en"
"off-putting","","disgustful","en"
"off-putting","","disgusting","en"
"off-putting","","distasteful","en"
"off-putting","","foul","en"
"off-putting","","gross","en"
"off-putting","","gut-churning","en"
"off-putting","","icky","en"
"off-putting","","loathsome","en"
"off-putting","","nasty","en"
"off-putting","","nauseating","en"
"off-putting","","nauseous","en"
"off-putting","","obnoxious","en"
"off-putting","","odious","en"
"off-putting","","off-putting","en"
"off-putting","","repulsive","en"
"off-putting","","sick-making","en"
"off-putting","","sickening","en"
"off-putting","","stomach-churning","en"
"off-putting","","stomach-turning","en"
"off-putting","","unappetizing","en"
"off-putting","","uninviting","en"
"off-putting","","unpalatable","en"
"off-putting","","unsavoury","en"
"off-putting","","vomitous","en"
"off-putting","","yucky","en"
"boy","Children","boy","en"
"boy","Children","son","en"
"burger","Food; Processed Food; PF instance (specific)","beefburger","en"
"burger","Food; Processed Food; PF instance (specific)","burger","en"
"burger","Food; Processed Food; PF instance (specific)","fast-food beefburger","en"
"burger","Food; Processed Food; PF instance (specific)","fast-food burger","en"
"burger","Food; Processed Food; PF instance (specific)","fast-food hamburger","en"
"burger","Food; Processed Food; PF instance (specific)","hamburger","en"
"avoid","","avoid","en"
"avoided","","avoided","en"
"decision","","conclusion","en"
"decision","","decision","en"
"season","","season","en"
"illness","Disease / Condition","disease","en"
"illness","Disease / Condition","illness","en"
"illness","Disease / Condition","ilness","en"
"illness","Disease / Condition","malady","en"
"illness","Disease / Condition","sickness","en"
"illness","Disease / Condition","unwellness","en"
